"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13046","Successful blog post creation via APi","","Mon Apr 20 14:01:32 UTC 2026","passed","Mon Apr 20 14:01:45 UTC 2026","","com.elesinsergei.narvaonline.e2e.BlogHybridTest","com.elesinsergei.narvaonline.e2e.BlogHybridTest","shouldSeeCreatedBlogPostOnFrontEnd"
"","3445","Parametrized posts test Standard Post 1776693750994 (Status: publish)","","Mon Apr 20 14:02:31 UTC 2026","passed","Mon Apr 20 14:02:34 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","testWordPressPostLogic"
"","4728","Successful login to the admin panel","","Mon Apr 20 14:05:37 UTC 2026","passed","Mon Apr 20 14:05:42 UTC 2026","","com.elesinsergei.narvaonline.ui.LoginUiTest","com.elesinsergei.narvaonline.ui.LoginUiTest","shouldLoginAsAdminTest"
"","6510","Login with cookies","","Mon Apr 20 14:05:30 UTC 2026","passed","Mon Apr 20 14:05:37 UTC 2026","","com.elesinsergei.narvaonline.ui.LoginUiTest","com.elesinsergei.narvaonline.ui.LoginUiTest","loginWithCookiesTest"
"","1851","Event creation and removal via API","","Mon Apr 20 13:57:16 UTC 2026","passed","Mon Apr 20 13:57:17 UTC 2026","","com.elesinsergei.narvaonline.api.EventApiTest","com.elesinsergei.narvaonline.api.EventApiTest","eventCreatedViaApiAndDeleted"
"","492","Parametrized user test Проверка создания юзера: *?/765","","Mon Apr 20 14:03:00 UTC 2026","passed","Mon Apr 20 14:03:01 UTC 2026","","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","userCreatedViaApiAndDeleted"
"","21027","Successful blog-draft creation","","Mon Apr 20 14:03:38 UTC 2026","passed","Mon Apr 20 14:03:59 UTC 2026","","com.elesinsergei.narvaonline.ui.CreateBlogDraftUiTest","com.elesinsergei.narvaonline.ui.CreateBlogDraftUiTest","shouldCreateBlog"
"","7995","User creation, test login via UI, user removal via UI","","Mon Apr 20 14:02:44 UTC 2026","passed","Mon Apr 20 14:02:52 UTC 2026","","com.elesinsergei.narvaonline.e2e.UserHybridTest","com.elesinsergei.narvaonline.e2e.UserHybridTest","userCreatedViaApiAndDeleted"
"","505","Parametrized user test Проверка создания юзера: username","","Mon Apr 20 14:03:00 UTC 2026","passed","Mon Apr 20 14:03:00 UTC 2026","","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","userCreatedViaApiAndDeleted"
"","4479","Successful person creation via APi","","Mon Apr 20 14:02:20 UTC 2026","passed","Mon Apr 20 14:02:24 UTC 2026","","com.elesinsergei.narvaonline.e2e.PersonHybridTest","com.elesinsergei.narvaonline.e2e.PersonHybridTest","shouldSeeCreatedPersonOnFrontEnd"
"","49","3. Review Ad","","Mon Apr 20 14:03:22 UTC 2026","passed","Mon Apr 20 14:03:22 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","checkUsernameAndPrice"
"","20220","Successful post draft creation","","Mon Apr 20 14:05:07 UTC 2026","passed","Mon Apr 20 14:05:27 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePostDraftUiTest","com.elesinsergei.narvaonline.ui.CreatePostDraftUiTest","shouldCreateDraftPost"
"","12429","2. Filling Ad Form","","Mon Apr 20 14:03:10 UTC 2026","passed","Mon Apr 20 14:03:22 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","addAdvert"
"","9252","1. Register User","","Mon Apr 20 14:03:01 UTC 2026","passed","Mon Apr 20 14:03:10 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","registerTest"
"","22043","Successful person creation and deletion","","Mon Apr 20 14:04:45 UTC 2026","passed","Mon Apr 20 14:05:07 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePersonUiTest","com.elesinsergei.narvaonline.ui.CreatePersonUiTest","shouldCreatePerson"
"Check that the API returns a list of pages and a status code of 200.","2726","Getting a list of pages","","Mon Apr 20 14:00:56 UTC 2026","passed","Mon Apr 20 14:00:59 UTC 2026","","com.elesinsergei.narvaonline.api.PageApiTest","com.elesinsergei.narvaonline.api.PageApiTest","shouldGetPagesList"
"Check that the API returns a list of persons and a status code of 200.","541","Getting a list of persons","","Mon Apr 20 14:01:27 UTC 2026","passed","Mon Apr 20 14:01:28 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","shouldGetPersonsList"
"","3163","Blog post creation and removal via API","","Mon Apr 20 13:57:12 UTC 2026","passed","Mon Apr 20 13:57:16 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","blogCreatedViaApiAndDeleted"
"","5100","Successful page post creation via APi","","Mon Apr 20 14:02:15 UTC 2026","passed","Mon Apr 20 14:02:20 UTC 2026","","com.elesinsergei.narvaonline.e2e.PageHybridTest","com.elesinsergei.narvaonline.e2e.PageHybridTest","shouldSeeCreatedPageOnFrontEnd"
"","22403","Successful page creation and deletion","","Mon Apr 20 14:04:23 UTC 2026","passed","Mon Apr 20 14:04:45 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePageUiTest","com.elesinsergei.narvaonline.ui.CreatePageUiTest","shouldCreatePage"
"","4516","Successful event post creation via APi","","Mon Apr 20 14:01:45 UTC 2026","passed","Mon Apr 20 14:01:50 UTC 2026","","com.elesinsergei.narvaonline.e2e.EventHybridTest","com.elesinsergei.narvaonline.e2e.EventHybridTest","shouldSeeCreatedEventOnFrontEnd"
"","2485","Parametrized posts test AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA (Status: publish)","","Mon Apr 20 14:02:39 UTC 2026","passed","Mon Apr 20 14:02:42 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","testWordPressPostLogic"
"","6248","Successful post creation via APi","","Mon Apr 20 14:02:24 UTC 2026","passed","Mon Apr 20 14:02:30 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostHybridTest","com.elesinsergei.narvaonline.e2e.PostHybridTest","shouldSeeCreatedPostOnFrontEnd"
"Check that the API returns a list of posts and a status code of 200.","1069","Getting a list of posts","","Mon Apr 20 14:01:28 UTC 2026","passed","Mon Apr 20 14:01:29 UTC 2026","","com.elesinsergei.narvaonline.api.PostApiTest","com.elesinsergei.narvaonline.api.PostApiTest","shouldGetPostsList"
"Check that the API returns a list of adverts and a status code of 200.","542","Getting a list of adverts","","Mon Apr 20 13:57:11 UTC 2026","passed","Mon Apr 20 13:57:11 UTC 2026","","com.elesinsergei.narvaonline.api.AdvertApiTest","com.elesinsergei.narvaonline.api.AdvertApiTest","shouldGetAdvertsList"
"","2051","4. Publishing Ad","","Mon Apr 20 14:03:22 UTC 2026","passed","Mon Apr 20 14:03:24 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","publish"
"","2199","Parametrized posts test <script>alert(1)</script> (Status: publish)","","Mon Apr 20 14:02:37 UTC 2026","passed","Mon Apr 20 14:02:39 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","testWordPressPostLogic"
"","3016","Organization creation and removal via API","","Mon Apr 20 14:00:52 UTC 2026","passed","Mon Apr 20 14:00:55 UTC 2026","","com.elesinsergei.narvaonline.api.OrganizationApiTest","com.elesinsergei.narvaonline.api.OrganizationApiTest","orgCreatedViaApiAndDeleted"
"Check that the API returns a list of blog posts and a status code of 200.","1128","Getting a list of blog posts","","Mon Apr 20 13:57:11 UTC 2026","passed","Mon Apr 20 13:57:12 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","shouldGetBlogPostList"
"","2301","Parametrized posts test Test & Post <> ""quotes"" (Status: publish)","","Mon Apr 20 14:02:42 UTC 2026","passed","Mon Apr 20 14:02:44 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","testWordPressPostLogic"
"Check that the API returns a list of events and a status code of 200.","214756","Getting a list of events","","Mon Apr 20 13:57:17 UTC 2026","failed","Mon Apr 20 14:00:52 UTC 2026","","com.elesinsergei.narvaonline.api.EventApiTest","com.elesinsergei.narvaonline.api.EventApiTest","shouldGetEventList"
"","7567","Parametrized user test Проверка создания юзера: 1APItestParamUser","","Mon Apr 20 14:02:52 UTC 2026","passed","Mon Apr 20 14:03:00 UTC 2026","","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","userCreatedViaApiAndDeleted"
"","6129","7. Delete User","","Mon Apr 20 14:03:30 UTC 2026","passed","Mon Apr 20 14:03:37 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","deleteUser"
"","26392","Page creation and removal via API","","Mon Apr 20 14:00:59 UTC 2026","passed","Mon Apr 20 14:01:25 UTC 2026","","com.elesinsergei.narvaonline.api.PageApiTest","com.elesinsergei.narvaonline.api.PageApiTest","pageCreatedViaApiAndDeleted"
"","2954","Post creation and removal via API","","Mon Apr 20 14:01:29 UTC 2026","passed","Mon Apr 20 14:01:32 UTC 2026","","com.elesinsergei.narvaonline.api.PostApiTest","com.elesinsergei.narvaonline.api.PostApiTest","postCreatedViaApiAndDeleted"
"","405","Parametrized posts test      (Status: publish)","","Mon Apr 20 14:02:37 UTC 2026","passed","Mon Apr 20 14:02:37 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","testWordPressPostLogic"
"","5747","Post creation and removal via API","","Mon Apr 20 13:57:05 UTC 2026","passed","Mon Apr 20 13:57:11 UTC 2026","","com.elesinsergei.narvaonline.api.AdvertApiTest","com.elesinsergei.narvaonline.api.AdvertApiTest","postCreatedViaApiAndDeleted"
"","4369","6. Delete Ad","","Mon Apr 20 14:03:26 UTC 2026","passed","Mon Apr 20 14:03:30 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","deleteAdv"
"Check that the API returns a list of organizations and a status code of 200.","807","Getting a list of organizations","","Mon Apr 20 14:00:55 UTC 2026","passed","Mon Apr 20 14:00:56 UTC 2026","","com.elesinsergei.narvaonline.api.OrganizationApiTest","com.elesinsergei.narvaonline.api.OrganizationApiTest","shouldGetPostsList"
"","23531","Successful event creation and deletion","","Mon Apr 20 14:03:59 UTC 2026","passed","Mon Apr 20 14:04:23 UTC 2026","","com.elesinsergei.narvaonline.ui.CreateEventUiTest","com.elesinsergei.narvaonline.ui.CreateEventUiTest","shouldCreateBlog"
"","2201","Person creation and removal via API","","Mon Apr 20 14:01:25 UTC 2026","passed","Mon Apr 20 14:01:27 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","personCreatedViaApiAndDeleted"
"","2626","Parametrized posts test Secret Post 1776693750994 (Status: publish)","","Mon Apr 20 14:02:34 UTC 2026","passed","Mon Apr 20 14:02:37 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","testWordPressPostLogic"
"","24825","Creation and complete deletion of an organization","","Mon Apr 20 14:01:50 UTC 2026","passed","Mon Apr 20 14:02:15 UTC 2026","","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","shouldCreateAndForceDeleteOrganization"
"Open main page and check page title","2955","Check main page title","","Mon Apr 20 14:05:27 UTC 2026","passed","Mon Apr 20 14:05:30 UTC 2026","","com.elesinsergei.narvaonline.ui.HomeUiTest","com.elesinsergei.narvaonline.ui.HomeUiTest","testNarvaonlineTitle"
"","1698","5. Confirm Ad Publishing","","Mon Apr 20 14:03:24 UTC 2026","passed","Mon Apr 20 14:03:26 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","review"
