"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2740","Page creation and removal via API","","Thu Apr 09 06:42:28 UTC 2026","passed","Thu Apr 09 06:42:31 UTC 2026","","com.elesinsergei.narvaonline.api.PageApiTest","com.elesinsergei.narvaonline.api.PageApiTest","pageCreatedViaApiAndDeleted"
"","57","3. Review Ad","","Thu Apr 09 06:43:59 UTC 2026","passed","Thu Apr 09 06:43:59 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","checkUsernameAndPrice"
"","4457","Blog post creation and removal via API","","Thu Apr 09 06:42:17 UTC 2026","passed","Thu Apr 09 06:42:21 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","blogCreatedViaApiAndDeleted"
"","6458","7. Delete User","","Thu Apr 09 06:44:07 UTC 2026","passed","Thu Apr 09 06:44:13 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","deleteUser"
"","1958","Person creation and removal via API","","Thu Apr 09 06:42:31 UTC 2026","passed","Thu Apr 09 06:42:33 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","personCreatedViaApiAndDeleted"
"","4213","6. Delete Ad","","Thu Apr 09 06:44:03 UTC 2026","passed","Thu Apr 09 06:44:07 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","deleteAdv"
"","2281","Event creation and removal via API","","Thu Apr 09 06:42:21 UTC 2026","passed","Thu Apr 09 06:42:24 UTC 2026","","com.elesinsergei.narvaonline.api.EventApiTest","com.elesinsergei.narvaonline.api.EventApiTest","eventCreatedViaApiAndDeleted"
"","23899","Successful page creation and deletion","","Thu Apr 09 06:45:02 UTC 2026","passed","Thu Apr 09 06:45:26 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePageUiTest","com.elesinsergei.narvaonline.ui.CreatePageUiTest","shouldCreatePage"
"","20775","Successful post draft creation","","Thu Apr 09 06:45:49 UTC 2026","passed","Thu Apr 09 06:46:10 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePostDraftUiTest","com.elesinsergei.narvaonline.ui.CreatePostDraftUiTest","shouldCreateDraftPost"
"","24764","Successful event creation and deletion","","Thu Apr 09 06:44:37 UTC 2026","passed","Thu Apr 09 06:45:02 UTC 2026","","com.elesinsergei.narvaonline.ui.CreateEventUiTest","com.elesinsergei.narvaonline.ui.CreateEventUiTest","shouldCreateBlog"
"Open main page and check page title","1750","Check main page title","","Thu Apr 09 06:46:10 UTC 2026","passed","Thu Apr 09 06:46:12 UTC 2026","","com.elesinsergei.narvaonline.ui.HomeUiTest","com.elesinsergei.narvaonline.ui.HomeUiTest","testNarvaonlineTitle"
"Check that the API returns a list of persons and a status code of 200.","431","Getting a list of persons","","Thu Apr 09 06:42:33 UTC 2026","passed","Thu Apr 09 06:42:33 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","shouldGetPersonsList"
"","12663","2. Filling Ad Form","","Thu Apr 09 06:43:46 UTC 2026","passed","Thu Apr 09 06:43:59 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","addAdvert"
"","24918","Creation and complete deletion of an organization","","Thu Apr 09 06:42:54 UTC 2026","passed","Thu Apr 09 06:43:19 UTC 2026","","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","shouldCreateAndForceDeleteOrganization"
"","22102","Successful blog-draft creation","","Thu Apr 09 06:44:15 UTC 2026","passed","Thu Apr 09 06:44:37 UTC 2026","","com.elesinsergei.narvaonline.ui.CreateBlogDraftUiTest","com.elesinsergei.narvaonline.ui.CreateBlogDraftUiTest","shouldCreateBlog"
"","9836","1. Register User","","Thu Apr 09 06:43:37 UTC 2026","passed","Thu Apr 09 06:43:46 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","registerTest"
"Check that the API returns a list of pages and a status code of 200.","1219","Getting a list of pages","","Thu Apr 09 06:42:27 UTC 2026","passed","Thu Apr 09 06:42:28 UTC 2026","","com.elesinsergei.narvaonline.api.PageApiTest","com.elesinsergei.narvaonline.api.PageApiTest","shouldGetPagesList"
"","23285","Successful person creation and deletion","","Thu Apr 09 06:45:26 UTC 2026","passed","Thu Apr 09 06:45:49 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePersonUiTest","com.elesinsergei.narvaonline.ui.CreatePersonUiTest","shouldCreatePerson"
"","5214","Successful page post creation via APi","","Thu Apr 09 06:43:19 UTC 2026","passed","Thu Apr 09 06:43:24 UTC 2026","","com.elesinsergei.narvaonline.e2e.PageHybridTest","com.elesinsergei.narvaonline.e2e.PageHybridTest","shouldSeeCreatedPageOnFrontEnd"
