"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Open main page and check page title","1392","Check main page title","","Wed Apr 08 12:37:56 UTC 2026","passed","Wed Apr 08 12:37:58 UTC 2026","","com.elesinsergei.narvaonline.ui.HomeUiTest","com.elesinsergei.narvaonline.ui.HomeUiTest","testNarvaonlineTitle"
"","5233","2. Filling Ad Form","","Wed Apr 08 12:36:50 UTC 2026","failed","Wed Apr 08 12:36:56 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","addAdvert"
"","6457","Successful page creation and deletion","","Wed Apr 08 12:37:37 UTC 2026","failed","Wed Apr 08 12:37:44 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePageUiTest","com.elesinsergei.narvaonline.ui.CreatePageUiTest","shouldCreatePage"
"","9577","Creation and complete deletion of an organization","","Wed Apr 08 12:36:05 UTC 2026","failed","Wed Apr 08 12:36:14 UTC 2026","","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","shouldCreateAndForceDeleteOrganization"
"","17606","Successful blog post creation via APi","","Wed Apr 08 12:35:41 UTC 2026","failed","Wed Apr 08 12:35:59 UTC 2026","","com.elesinsergei.narvaonline.e2e.BlogHybridTest","com.elesinsergei.narvaonline.e2e.BlogHybridTest","shouldSeeCreatedBlogPostOnFrontEnd"
"","6409","Successful person creation and deletion","","Wed Apr 08 12:37:44 UTC 2026","failed","Wed Apr 08 12:37:50 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePersonUiTest","com.elesinsergei.narvaonline.ui.CreatePersonUiTest","shouldCreatePerson"
"","2561","Organization creation and removal via API","","Wed Apr 08 12:35:26 UTC 2026","passed","Wed Apr 08 12:35:29 UTC 2026","","com.elesinsergei.narvaonline.api.OrganizationApiTest","com.elesinsergei.narvaonline.api.OrganizationApiTest","orgCreatedViaApiAndDeleted"
"","2111","Person creation and removal via API","","Wed Apr 08 12:35:34 UTC 2026","passed","Wed Apr 08 12:35:36 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","personCreatedViaApiAndDeleted"
"","6360","5. Confirm Ad Publishing","","Wed Apr 08 12:37:05 UTC 2026","failed","Wed Apr 08 12:37:11 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","review"
"Check that the API returns a list of posts and a status code of 200.","1254","Getting a list of posts","","Wed Apr 08 12:35:37 UTC 2026","passed","Wed Apr 08 12:35:38 UTC 2026","","com.elesinsergei.narvaonline.api.PostApiTest","com.elesinsergei.narvaonline.api.PostApiTest","shouldGetPostsList"
"","4484","4. Publishing Ad","","Wed Apr 08 12:37:00 UTC 2026","failed","Wed Apr 08 12:37:05 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","publish"
"","3394","Page creation and removal via API","","Wed Apr 08 12:35:31 UTC 2026","passed","Wed Apr 08 12:35:34 UTC 2026","","com.elesinsergei.narvaonline.api.PageApiTest","com.elesinsergei.narvaonline.api.PageApiTest","pageCreatedViaApiAndDeleted"
"","5311","6. Delete Ad","","Wed Apr 08 12:37:11 UTC 2026","failed","Wed Apr 08 12:37:16 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","deleteAdv"
"","4520","Blog post creation and removal via API","","Wed Apr 08 12:35:19 UTC 2026","passed","Wed Apr 08 12:35:23 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","blogCreatedViaApiAndDeleted"
"","2460","Event creation and removal via API","","Wed Apr 08 12:35:23 UTC 2026","passed","Wed Apr 08 12:35:26 UTC 2026","","com.elesinsergei.narvaonline.api.EventApiTest","com.elesinsergei.narvaonline.api.EventApiTest","eventCreatedViaApiAndDeleted"
"","5780","Successful event post creation via APi","","Wed Apr 08 12:35:59 UTC 2026","passed","Wed Apr 08 12:36:05 UTC 2026","","com.elesinsergei.narvaonline.e2e.EventHybridTest","com.elesinsergei.narvaonline.e2e.EventHybridTest","shouldSeeCreatedEventOnFrontEnd"
"Check that the API returns a list of organizations and a status code of 200.","523","Getting a list of organizations","","Wed Apr 08 12:35:29 UTC 2026","passed","Wed Apr 08 12:35:29 UTC 2026","","com.elesinsergei.narvaonline.api.OrganizationApiTest","com.elesinsergei.narvaonline.api.OrganizationApiTest","shouldGetPostsList"
"Check that the API returns a list of blog posts and a status code of 200.","4300","Getting a list of blog posts","","Wed Apr 08 12:35:14 UTC 2026","passed","Wed Apr 08 12:35:18 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","shouldGetBlogPostList"
