"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check that the API returns a list of persons and a status code of 200.","535","Getting a list of persons","","Tue Apr 14 13:01:48 UTC 2026","passed","Tue Apr 14 13:01:48 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","shouldGetPersonsList"
"","730","Parametrized posts test      (Status: publish)","","Tue Apr 14 13:03:01 UTC 2026","passed","Tue Apr 14 13:03:02 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","com.elesinsergei.narvaonline.e2e.PostParamHybridTest","testWordPressPostLogic"
"","8241","Parametrized user test Проверка создания юзера: 1APItestParamUser","","Tue Apr 14 13:03:19 UTC 2026","passed","Tue Apr 14 13:03:27 UTC 2026","","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","userCreatedViaApiAndDeleted"
"","3386","Page creation and removal via API","","Tue Apr 14 13:01:42 UTC 2026","passed","Tue Apr 14 13:01:45 UTC 2026","","com.elesinsergei.narvaonline.api.PageApiTest","com.elesinsergei.narvaonline.api.PageApiTest","pageCreatedViaApiAndDeleted"
"","22262","Successful post draft creation","","Tue Apr 14 13:05:57 UTC 2026","passed","Tue Apr 14 13:06:20 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePostDraftUiTest","com.elesinsergei.narvaonline.ui.CreatePostDraftUiTest","shouldCreateDraftPost"
"","558","Parametrized user test Проверка создания юзера: *?/765","","Tue Apr 14 13:03:28 UTC 2026","passed","Tue Apr 14 13:03:28 UTC 2026","","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","com.elesinsergei.narvaonline.e2e.UserParamHybridTest","userCreatedViaApiAndDeleted"
"","6170","7. Delete User","","Tue Apr 14 13:04:02 UTC 2026","passed","Tue Apr 14 13:04:08 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","deleteUser"
"","2875","Organization creation and removal via API","","Tue Apr 14 13:01:36 UTC 2026","passed","Tue Apr 14 13:01:39 UTC 2026","","com.elesinsergei.narvaonline.api.OrganizationApiTest","com.elesinsergei.narvaonline.api.OrganizationApiTest","orgCreatedViaApiAndDeleted"
"Check that the API returns a list of organizations and a status code of 200.","561","Getting a list of organizations","","Tue Apr 14 13:01:39 UTC 2026","passed","Tue Apr 14 13:01:39 UTC 2026","","com.elesinsergei.narvaonline.api.OrganizationApiTest","com.elesinsergei.narvaonline.api.OrganizationApiTest","shouldGetPostsList"
"","54","3. Review Ad","","Tue Apr 14 13:03:53 UTC 2026","passed","Tue Apr 14 13:03:53 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","checkUsernameAndPrice"
"","24916","Successful page creation and deletion","","Tue Apr 14 13:05:08 UTC 2026","passed","Tue Apr 14 13:05:33 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePageUiTest","com.elesinsergei.narvaonline.ui.CreatePageUiTest","shouldCreatePage"
"","8159","Successful post creation via APi","","Tue Apr 14 13:02:46 UTC 2026","passed","Tue Apr 14 13:02:54 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostHybridTest","com.elesinsergei.narvaonline.e2e.PostHybridTest","shouldSeeCreatedPostOnFrontEnd"
"","5957","Successful login to the admin panel","","Tue Apr 14 13:06:24 UTC 2026","passed","Tue Apr 14 13:06:30 UTC 2026","","com.elesinsergei.narvaonline.ui.LoginUiTest","com.elesinsergei.narvaonline.ui.LoginUiTest","shouldLoginAsAdmin"
"","4874","Blog post creation and removal via API","","Tue Apr 14 13:01:28 UTC 2026","passed","Tue Apr 14 13:01:33 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","blogCreatedViaApiAndDeleted"
"","27943","Creation and complete deletion of an organization","","Tue Apr 14 13:02:08 UTC 2026","passed","Tue Apr 14 13:02:36 UTC 2026","","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","shouldCreateAndForceDeleteOrganization"
"","13845","2. Filling Ad Form","","Tue Apr 14 13:03:39 UTC 2026","passed","Tue Apr 14 13:03:53 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","addAdvert"
"Check that the API returns a list of posts and a status code of 200.","1189","Getting a list of posts","","Tue Apr 14 13:01:48 UTC 2026","passed","Tue Apr 14 13:01:50 UTC 2026","","com.elesinsergei.narvaonline.api.PostApiTest","com.elesinsergei.narvaonline.api.PostApiTest","shouldGetPostsList"
"","5391","Successful page post creation via APi","","Tue Apr 14 13:02:36 UTC 2026","passed","Tue Apr 14 13:02:41 UTC 2026","","com.elesinsergei.narvaonline.e2e.PageHybridTest","com.elesinsergei.narvaonline.e2e.PageHybridTest","shouldSeeCreatedPageOnFrontEnd"
"","10778","1. Register User","","Tue Apr 14 13:03:28 UTC 2026","passed","Tue Apr 14 13:03:39 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","registerTest"
"","2203","Event creation and removal via API","","Tue Apr 14 13:01:33 UTC 2026","passed","Tue Apr 14 13:01:35 UTC 2026","","com.elesinsergei.narvaonline.api.EventApiTest","com.elesinsergei.narvaonline.api.EventApiTest","eventCreatedViaApiAndDeleted"
"","2291","Person creation and removal via API","","Tue Apr 14 13:01:45 UTC 2026","passed","Tue Apr 14 13:01:48 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","personCreatedViaApiAndDeleted"
"","24739","Successful person creation and deletion","","Tue Apr 14 13:05:33 UTC 2026","passed","Tue Apr 14 13:05:57 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePersonUiTest","com.elesinsergei.narvaonline.ui.CreatePersonUiTest","shouldCreatePerson"
"","9331","User creation, test login via UI, user removal via UI","","Tue Apr 14 13:03:10 UTC 2026","passed","Tue Apr 14 13:03:19 UTC 2026","","com.elesinsergei.narvaonline.e2e.UserHybridTest","com.elesinsergei.narvaonline.e2e.UserHybridTest","userCreatedViaApiAndDeleted"
"","9310","Successful blog post creation via APi","","Tue Apr 14 13:01:53 UTC 2026","passed","Tue Apr 14 13:02:02 UTC 2026","","com.elesinsergei.narvaonline.e2e.BlogHybridTest","com.elesinsergei.narvaonline.e2e.BlogHybridTest","shouldSeeCreatedBlogPostOnFrontEnd"
"","34460","Successful event creation and deletion","","Tue Apr 14 13:04:33 UTC 2026","passed","Tue Apr 14 13:05:08 UTC 2026","","com.elesinsergei.narvaonline.ui.CreateEventUiTest","com.elesinsergei.narvaonline.ui.CreateEventUiTest","shouldCreateBlog"
"Check that the API returns a list of blog posts and a status code of 200.","4294","Getting a list of blog posts","","Tue Apr 14 13:01:24 UTC 2026","passed","Tue Apr 14 13:01:28 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","shouldGetBlogPostList"
