"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1798","5. Confirm Ad Publishing","","Thu Apr 09 06:31:53 UTC 2026","passed","Thu Apr 09 06:31:55 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","review"
"","6867","7. Delete User","","Thu Apr 09 06:32:00 UTC 2026","passed","Thu Apr 09 06:32:06 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","deleteUser"
"Check that the API returns a list of posts and a status code of 200.","1072","Getting a list of posts","","Thu Apr 09 06:30:18 UTC 2026","passed","Thu Apr 09 06:30:19 UTC 2026","","com.elesinsergei.narvaonline.api.PostApiTest","com.elesinsergei.narvaonline.api.PostApiTest","shouldGetPostsList"
"","26085","Creation and complete deletion of an organization","","Thu Apr 09 06:30:44 UTC 2026","passed","Thu Apr 09 06:31:10 UTC 2026","","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","shouldCreateAndForceDeleteOrganization"
"","26415","Successful event creation and deletion","","Thu Apr 09 06:32:30 UTC 2026","passed","Thu Apr 09 06:32:57 UTC 2026","","com.elesinsergei.narvaonline.ui.CreateEventUiTest","com.elesinsergei.narvaonline.ui.CreateEventUiTest","shouldCreateBlog"
"","5120","Successful event post creation via APi","","Thu Apr 09 06:30:38 UTC 2026","passed","Thu Apr 09 06:30:44 UTC 2026","","com.elesinsergei.narvaonline.e2e.EventHybridTest","com.elesinsergei.narvaonline.e2e.EventHybridTest","shouldSeeCreatedEventOnFrontEnd"
"Check that the API returns a list of persons and a status code of 200.","481","Getting a list of persons","","Thu Apr 09 06:30:18 UTC 2026","passed","Thu Apr 09 06:30:18 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","shouldGetPersonsList"
"","22278","Successful blog-draft creation","","Thu Apr 09 06:32:08 UTC 2026","passed","Thu Apr 09 06:32:30 UTC 2026","","com.elesinsergei.narvaonline.ui.CreateBlogDraftUiTest","com.elesinsergei.narvaonline.ui.CreateBlogDraftUiTest","shouldCreateBlog"
"","3155","Page creation and removal via API","","Thu Apr 09 06:30:13 UTC 2026","passed","Thu Apr 09 06:30:16 UTC 2026","","com.elesinsergei.narvaonline.api.PageApiTest","com.elesinsergei.narvaonline.api.PageApiTest","pageCreatedViaApiAndDeleted"
"Open main page and check page title","1857","Check main page title","","Thu Apr 09 06:34:07 UTC 2026","passed","Thu Apr 09 06:34:09 UTC 2026","","com.elesinsergei.narvaonline.ui.HomeUiTest","com.elesinsergei.narvaonline.ui.HomeUiTest","testNarvaonlineTitle"
"Check that the API returns a list of organizations and a status code of 200.","535","Getting a list of organizations","","Thu Apr 09 06:30:09 UTC 2026","passed","Thu Apr 09 06:30:10 UTC 2026","","com.elesinsergei.narvaonline.api.OrganizationApiTest","com.elesinsergei.narvaonline.api.OrganizationApiTest","shouldGetPostsList"
"","5053","Blog post creation and removal via API","","Thu Apr 09 06:29:59 UTC 2026","passed","Thu Apr 09 06:30:04 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","blogCreatedViaApiAndDeleted"
"","5345","Successful login to the admin panel","","Thu Apr 09 06:34:09 UTC 2026","passed","Thu Apr 09 06:34:14 UTC 2026","","com.elesinsergei.narvaonline.ui.LoginUiTest","com.elesinsergei.narvaonline.ui.LoginUiTest","shouldLoginAsAdmin"
