"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check that the API returns a list of blog posts and a status code of 200.","4181","Getting a list of blog posts","","Wed Apr 08 13:08:18 UTC 2026","passed","Wed Apr 08 13:08:22 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","shouldGetBlogPostList"
"","9844","1. Register User","","Wed Apr 08 13:09:49 UTC 2026","passed","Wed Apr 08 13:09:59 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","registerTest"
"","11410","Successful post creation via APi","","Wed Apr 08 13:09:38 UTC 2026","passed","Wed Apr 08 13:09:49 UTC 2026","","com.elesinsergei.narvaonline.e2e.PostHybridTest","com.elesinsergei.narvaonline.e2e.PostHybridTest","shouldSeeCreatedPostOnFrontEnd"
"","4488","4. Publishing Ad","","Wed Apr 08 13:10:09 UTC 2026","failed","Wed Apr 08 13:10:14 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","publish"
"","24498","Successful page creation and deletion","","Wed Apr 08 13:11:20 UTC 2026","passed","Wed Apr 08 13:11:44 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePageUiTest","com.elesinsergei.narvaonline.ui.CreatePageUiTest","shouldCreatePage"
"","2483","Organization creation and removal via API","","Wed Apr 08 13:08:30 UTC 2026","passed","Wed Apr 08 13:08:33 UTC 2026","","com.elesinsergei.narvaonline.api.OrganizationApiTest","com.elesinsergei.narvaonline.api.OrganizationApiTest","orgCreatedViaApiAndDeleted"
"Check that the API returns a list of persons and a status code of 200.","439","Getting a list of persons","","Wed Apr 08 13:08:41 UTC 2026","passed","Wed Apr 08 13:08:41 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","shouldGetPersonsList"
"","21423","Successful blog-draft creation","","Wed Apr 08 13:10:33 UTC 2026","passed","Wed Apr 08 13:10:55 UTC 2026","","com.elesinsergei.narvaonline.ui.CreateBlogDraftUiTest","com.elesinsergei.narvaonline.ui.CreateBlogDraftUiTest","shouldCreateBlog"
"","7928","Successful blog post creation via APi","","Wed Apr 08 13:08:45 UTC 2026","passed","Wed Apr 08 13:08:53 UTC 2026","","com.elesinsergei.narvaonline.e2e.BlogHybridTest","com.elesinsergei.narvaonline.e2e.BlogHybridTest","shouldSeeCreatedBlogPostOnFrontEnd"
"","5302","Successful event post creation via APi","","Wed Apr 08 13:08:53 UTC 2026","passed","Wed Apr 08 13:08:59 UTC 2026","","com.elesinsergei.narvaonline.e2e.EventHybridTest","com.elesinsergei.narvaonline.e2e.EventHybridTest","shouldSeeCreatedEventOnFrontEnd"
"","4318","Blog post creation and removal via API","","Wed Apr 08 13:08:22 UTC 2026","passed","Wed Apr 08 13:08:26 UTC 2026","","com.elesinsergei.narvaonline.api.BlogApiTest","com.elesinsergei.narvaonline.api.BlogApiTest","blogCreatedViaApiAndDeleted"
"Check that the API returns a list of pages and a status code of 200.","2710","Getting a list of pages","","Wed Apr 08 13:08:33 UTC 2026","passed","Wed Apr 08 13:08:36 UTC 2026","","com.elesinsergei.narvaonline.api.PageApiTest","com.elesinsergei.narvaonline.api.PageApiTest","shouldGetPagesList"
"","1","simpleTest()","","Wed Apr 08 13:12:38 UTC 2026","passed","Wed Apr 08 13:12:38 UTC 2026","","com.elesinsergei.narvaonline.ui.SimpleTest","com.elesinsergei.narvaonline.ui.SimpleTest","simpleTest"
"","6524","5. Confirm Ad Publishing","","Wed Apr 08 13:10:14 UTC 2026","failed","Wed Apr 08 13:10:20 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","review"
"Check that the API returns a list of events and a status code of 200.","730","Getting a list of events","","Wed Apr 08 13:08:29 UTC 2026","passed","Wed Apr 08 13:08:30 UTC 2026","","com.elesinsergei.narvaonline.api.EventApiTest","com.elesinsergei.narvaonline.api.EventApiTest","shouldGetEventList"
"","4463","3. Review Ad","","Wed Apr 08 13:10:05 UTC 2026","failed","Wed Apr 08 13:10:09 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","checkUsernameAndPrice"
"","5368","Successful page post creation via APi","","Wed Apr 08 13:09:28 UTC 2026","passed","Wed Apr 08 13:09:33 UTC 2026","","com.elesinsergei.narvaonline.e2e.PageHybridTest","com.elesinsergei.narvaonline.e2e.PageHybridTest","shouldSeeCreatedPageOnFrontEnd"
"","1807","Person creation and removal via API","","Wed Apr 08 13:08:39 UTC 2026","passed","Wed Apr 08 13:08:41 UTC 2026","","com.elesinsergei.narvaonline.api.PersonApiTest","com.elesinsergei.narvaonline.api.PersonApiTest","personCreatedViaApiAndDeleted"
"","5814","7. Delete User","","Wed Apr 08 13:10:26 UTC 2026","passed","Wed Apr 08 13:10:32 UTC 2026","","com.elesinsergei.narvaonline.ui.AdvertsUiTest","com.elesinsergei.narvaonline.ui.AdvertsUiTest","deleteUser"
"","21276","Successful post draft creation","","Wed Apr 08 13:12:08 UTC 2026","passed","Wed Apr 08 13:12:30 UTC 2026","","com.elesinsergei.narvaonline.ui.CreatePostDraftUiTest","com.elesinsergei.narvaonline.ui.CreatePostDraftUiTest","shouldCreateDraftPost"
"Check that the API returns a list of organizations and a status code of 200.","712","Getting a list of organizations","","Wed Apr 08 13:08:33 UTC 2026","passed","Wed Apr 08 13:08:33 UTC 2026","","com.elesinsergei.narvaonline.api.OrganizationApiTest","com.elesinsergei.narvaonline.api.OrganizationApiTest","shouldGetPostsList"
"","28859","Creation and complete deletion of an organization","","Wed Apr 08 13:08:59 UTC 2026","passed","Wed Apr 08 13:09:27 UTC 2026","","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","com.elesinsergei.narvaonline.e2e.OrganizationHybridTest","shouldCreateAndForceDeleteOrganization"
"Check that the API returns a list of posts and a status code of 200.","1076","Getting a list of posts","","Wed Apr 08 13:08:41 UTC 2026","passed","Wed Apr 08 13:08:42 UTC 2026","","com.elesinsergei.narvaonline.api.PostApiTest","com.elesinsergei.narvaonline.api.PostApiTest","shouldGetPostsList"
